,year,ctrycode,All Products_tariff,All Products_delta,All Products_%change,Capital goods_tariff,Capital goods_delta,Capital goods_%change,Consumer goods_tariff,Consumer goods_delta,Consumer goods_%change,Intermediate goods_tariff,Intermediate goods_delta,Intermediate goods_%change,Raw materials_tariff,Raw materials_delta,Raw materials_%change,Animal_tariff,Animal_delta,Animal_%change,Chemicals_tariff,Chemicals_delta,Chemicals_%change,Food Products_tariff,Food Products_delta,Food Products_%change,Footwear_tariff,Footwear_delta,Footwear_%change,Fuels_tariff,Fuels_delta,Fuels_%change,Hides and Skins_tariff,Hides and Skins_delta,Hides and Skins_%change,Mach and Elec_tariff,Mach and Elec_delta,Mach and Elec_%change,Metals_tariff,Metals_delta,Metals_%change,Minerals_tariff,Minerals_delta,Minerals_%change,Miscellaneous_tariff,Miscellaneous_delta,Miscellaneous_%change,Plastic or Rubber_tariff,Plastic or Rubber_delta,Plastic or Rubber_%change,Stone and Glass_tariff,Stone and Glass_delta,Stone and Glass_%change,Textiles and Clothing_tariff,Textiles and Clothing_delta,Textiles and Clothing_%change,Transportation_tariff,Transportation_delta,Transportation_%change,Vegetable_tariff,Vegetable_delta,Vegetable_%change,Wood_tariff,Wood_delta,Wood_%change,ctryyear
17,2013,GTM,5.1513470743940895,-1.5524913874759099,-0.231582457767464,1.52849218928439,-0.94378423797178,-0.3817470520556753,8.36408982309464,-3.491225151112859,-0.29448607301521657,3.2863846676477,-0.06690669445216946,-0.019952544299721042,9.1523835269413,0.5681462399147694,0.06618482468715259,12.855814730031199,0.7257168435315986,0.05982778130251498,8.72584643976642,4.66184773847137,1.1471085699377337,11.238118178554098,-0.026661473645001266,-0.0023667993931684173,14.334173601154498,-0.025791828589200705,-0.0017960926657788479,1.63815189976724,-8.36185279262946,-0.8361848868918256,11.8349050628602,0.16733320131619855,0.014341733078818697,2.05530542586553,0.03572113621753026,0.017687370812216052,3.8795619732638595,-0.03756192681022075,-0.009589159742818043,4.34536077784423,-0.6230023895976089,-0.12539389102636522,8.134419536416809,-0.6820223331612301,-0.07735800261039683,3.6848715201945,-0.0552249473975599,-0.014765647858573705,9.62602664039707,0.4113984050094288,0.04464622928893691,8.34570566476436,0.05189001812743044,0.006256471127191077,1.4700544248605099,-8.265465958915739,-0.8490009401746741,6.87973267052278,-0.03414153228347949,-0.004938118814719172,5.40765825951018,-0.05855694754442986,-0.010712521429609545,GTM2013
18,2014,GTM,4.76400429699004,-0.3873427774040499,-0.07519252184140779,1.53746888881623,0.008976699531840104,0.0058729116149705,6.97922113490331,-1.3848686881913297,-0.16557314872055506,3.21779927787426,-0.06858538977344031,-0.020869556278246604,9.05187445324284,-0.10050907369845952,-0.010981737533462987,12.928876624725099,0.07306189469390034,0.0056831788749434065,4.1673721601523,-4.55847427961412,-0.5224105547903894,11.6736353120909,0.435517133536802,0.038753564130328044,14.314916148468999,-0.019257452685499388,-0.0013434644522477557,2.51915437001728,0.8810024702500399,0.5378026728627661,11.808051959353099,-0.026853103507100684,-0.0022689749824330585,2.10362447847024,0.0483190526047097,0.023509426869907424,3.7595821928132898,-0.11997978045056978,-0.03092611518450139,4.0534120095809305,-0.29194876826329974,-0.06718631275724318,8.69225891251467,0.5578393760978617,0.06857765002167415,3.51737674318478,-0.16749477700972015,-0.045454712896171534,9.83406361433101,0.2080369739339396,0.021611925844967184,8.678265447396539,0.33255978263217933,0.039848012377940556,1.37069665607283,-0.09935776878767988,-0.06758781655115098,7.12068031957472,0.24094764905193955,0.035022821465769294,5.28822399715042,-0.11943426235975974,-0.02208613352179134,GTM2014
19,2015,GTM,4.76386214688522,-0.00014215010481954948,-2.9838366205736655e-05,1.5303249661846203,-0.007143922631609678,-0.004646547766641418,6.98187956058944,0.0026584256861301725,0.0003809057822850015,3.2184238649551498,0.0006245870808898601,0.00019410380416973183,9.05187445324284,0.0,0.0,12.928876624725099,0.0,0.0,4.1673721601523,0.0,0.0,11.7046697594093,0.031034447318400993,0.0026585075247516077,14.314916148468999,0.0,0.0,2.51915437001728,0.0,0.0,11.808051959353099,0.0,0.0,2.0984355714888303,-0.005188906981409502,-0.002466650789870517,3.7595821928132898,0.0,0.0,4.05341200958094,9.769962616701378e-15,2.4424906541753444e-15,8.69225891251467,0.0,0.0,3.51737674318478,0.0,0.0,9.834063614331,-8.881784197001252e-15,-8.881784197001252e-16,8.67826544739655,1.0658141036401503e-14,1.3322676295501878e-15,1.34560958428644,-0.025087071786390025,-0.01830242430025819,7.12402233669346,0.0033420171187401593,0.0004693395811568024,5.28822399715042,0.0,0.0,GTM2015
20,2016,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTM2016
0,1996,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY1996
1,1997,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY1997
2,1998,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY1998
3,1999,GUY,15.1996087381794,,,12.106442527462402,,,18.1014927508122,,,6.1647181843638394,,,15.9886658270256,,,7.1051545984425095,,,10.618587585241901,,,30.7885548345475,,,19.092561360597998,,,11.621237183149901,,,19.678355416808802,,,12.902952073113802,,,14.9340206391914,,,13.6184747296435,,,16.386902158824803,,,11.1797266100047,,,18.087471604148398,,,19.7057018538832,,,25.061743075009602,,,14.250638938766198,,,12.3254706923692,,,GUY1999
4,2000,GUY,15.5376941453892,0.3380854072097996,0.022243033556552883,13.8742717004025,1.7678291729400986,0.1460238355677097,17.2056605707749,-0.8958321800372993,-0.04948940909843491,8.1680874429315,2.00336925856766,0.3249733724485566,16.1282294846444,0.13956365761880107,0.008728912038607817,11.1156659099385,4.01051131149599,0.5644509568271909,12.0864469374174,1.4678593521754983,0.13823489615658335,29.911637959533895,-0.876916875013606,-0.028481910882989125,18.465657555137998,-0.6269038054599996,-0.03283497659741785,11.638116268580198,0.016879085430296925,0.0014524344666824174,20.0,0.3216445831911976,0.01634509471845691,13.7060141405218,0.803062067407998,0.06223863057519674,14.7894042609325,-0.14461637825890072,-0.009683686781534417,14.5759532888409,0.9574785591973995,0.07030732723050437,16.519674090825,0.1327719320001961,0.008102320421111031,11.704316247612601,0.5245896376079013,0.046923297492663885,17.2197200984794,-0.8677515056689984,-0.04797527950064495,19.670867517305698,-0.034834336577500125,-0.0017677287942238218,26.0521326828551,0.990389607845497,0.03951798583527366,13.5179951693832,-0.7326437693829977,-0.05141129268176026,11.961230251278,-0.3642404410911997,-0.029551848378228995,GUY2000
5,2001,GUY,11.6096989122242,-3.9279952331649994,-0.2528042575951097,7.12209705187047,-6.752174648532031,-0.48666876318532426,15.3597659889916,-1.8458945817833001,-0.107284144900469,5.911462891653009,-2.25662455127849,-0.2762733096388834,14.6344057987448,-1.493823685899601,-0.09262167848751546,10.5426351655902,-0.5730307443482996,-0.05155163433222243,9.1233866730887,-2.9630602643287,-0.24515560939217085,31.946201118640005,2.03456315910611,0.06801911556493767,19.0355449216928,0.5698873665548021,0.030862013164336677,10.2979413981209,-1.3401748704592986,-0.11515393380949568,18.9520818938826,-1.0479181061174003,-0.052395905305870016,7.394840606343651,-6.311173534178149,-0.46046746117962756,7.04730601555246,-7.74209824538004,-0.5234895272848459,8.441181411553769,-6.134771877287131,-0.4208830637501979,13.809472881974699,-2.7102012088503002,-0.16405899982951488,9.61229351416433,-2.092022733448271,-0.17873942306326462,9.680717970050619,-7.5390021284287805,-0.4378121180433425,12.8480355141674,-6.8228320031382985,-0.34684957321459386,16.6917181060061,-9.360414576849,-0.3592955206699483,11.6396100560166,-1.8783851133665994,-0.13895441519471308,11.4413410607728,-0.5198891905052001,-0.043464524934602955,GUY2001
6,2002,GUY,11.841111927815001,0.2314130155908014,0.01993273187706346,7.06288836908754,-0.05920868278292968,-0.008313377696444024,15.175376933560697,-0.184389055430902,-0.012004678688663284,6.58166550641616,0.6702026147631504,0.11337339454663198,16.9227184695127,2.2883126707678993,0.1563652602119432,12.260035668374698,1.717400502784498,0.16290049648970806,9.284936886710199,0.16155021362149924,0.017707263696059794,31.001665798200303,-0.9445353204397016,-0.02956643630120337,18.717747420510896,-0.31779750118190364,-0.016694951601818553,10.2970370368923,-0.0009043612285992708,-8.781961303105934e-05,18.0898885579855,-0.8621933358970999,-0.04549333106118547,7.6052566371476304,0.2104160308039793,0.028454437628239626,7.20139936798,0.15409335242754008,0.021865568500569754,8.541771409518029,0.10058999796425994,0.011916578149425705,15.4549965445628,1.6455236625881007,0.11915904949101841,10.760956520926499,1.1486630067621686,0.11949936870628641,9.45712720028724,-0.2235907697633781,-0.02309650693833909,13.568188836037299,0.7201533218698994,0.05605162914406603,14.9535357518471,-1.7381823541589991,-0.10413441822586,13.0353420185479,1.3957319625312987,0.11991226130550947,11.4707735170821,0.02943245630929958,0.002572465601100804,GUY2002
7,2003,GUY,11.495987247801098,-0.3451246800139032,-0.029146306708173086,6.37557136431615,-0.6873170047713906,-0.09731387059430274,14.6495547630099,-0.5258221705507964,-0.03464969422854525,6.84474533563193,0.2630798292157701,0.039971619487393584,14.8472886677661,-2.0754298017465995,-0.12264163145452145,10.4762994199316,-1.7837362484430983,-0.145491929770182,10.044035920377901,0.7590990336677024,0.08175597130382473,31.5601825727529,0.5585167745525972,0.018015702065436123,19.224821591024302,0.5070741705134054,0.02709055524265458,10.344954178286,0.04791714139370029,0.0046534883017339546,19.029181379841898,0.9392928218563981,0.05192363782925358,7.23785696236789,-0.36739967477974034,-0.048308649176306395,7.0814820443547,-0.11991732362529994,-0.016651947419899393,8.4538831743229,-0.08788823519512867,-0.01028922819184741,15.9067449527877,0.4517484082248995,0.029229926187452238,10.556984385577302,-0.203972135349197,-0.0189548331463415,9.99415506828985,0.5370278680026086,0.05678551812079857,13.2613674593276,-0.3068213767096992,-0.022613289099778555,12.8938716024564,-2.0596641493907004,-0.1377376015659898,12.0652344936394,-0.9701075249084994,-0.07442133267605411,9.0116809791166,-2.4590925379654998,-0.2143789635723744,GUY2003
8,2004,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY2004
9,2005,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY2005
10,2006,GUY,11.1535068931234,,-0.029791295631717674,6.53324412687204,,0.02473076584765077,14.1688006409392,,-0.032816978389309415,6.69937585056053,,-0.021238114486837767,14.128228839382501,,-0.04843037974635045,8.80831462598339,,-0.1592150746259503,10.4448650151271,,0.03990717455878201,30.5995479138939,,-0.030438184463747464,18.924568719704197,,-0.01561797959468647,10.6146640013573,,0.026071630518907263,19.401014848348698,,0.019540171544147,6.7795850712236,,-0.06331596403838913,6.88169879106247,,-0.028212068044639826,8.245738729303559,,-0.024621164112078264,12.1203180882919,,-0.23803907560812554,10.4056499736679,,-0.014335003859260231,12.2594085710518,,0.22665783023012165,12.196744472941802,,-0.08028003067187295,14.447189965051502,,0.12046950756816743,12.7942986603964,,0.060426854292914944,9.95836486142997,,0.10505075407209685,GUY2006
11,2007,GUY,11.0751513531647,-0.07835553995870015,-0.007025193126209417,5.67472504129146,-0.8585190855805802,-0.13140777673520343,14.461619857679601,0.29281921674040134,0.02066647870634397,6.680192947909711,-0.019182902650819678,-0.0028633865420782945,15.2309375200388,1.1027086806562991,0.07805002970949149,7.93377416098563,-0.8745404649977608,-0.09928578872716232,10.6414424345477,0.19657741942060092,0.018820484432867435,30.3880334188592,-0.21151449503469877,-0.006912340523131055,18.7931607720221,-0.13140794768209574,-0.006943775027500321,10.3482527263153,-0.2664112750419996,-0.025098418094810504,18.240087838411,-1.1609270099376978,-0.059838468194178485,6.145073290806531,-0.6345117804170695,-0.09359153602339132,6.54609494746461,-0.3356038435978599,-0.048767586868771695,7.99753616748883,-0.248202561814729,-0.03010070655436503,12.6886686901634,0.5683506018715008,0.0468923833294872,10.4565289203699,0.05087894670199944,0.0048895500839210015,12.752188392376098,0.492779821324298,0.04019605174819785,13.131275903078599,0.9345314301367971,0.0766213830428304,12.552848121131401,-1.8943418439201007,-0.13112182012575535,15.7407532386416,2.9464545782452003,0.23029434097592905,11.189284290246599,1.2309194288166285,0.12360658059277774,GUY2007
12,2008,GUY,10.510534997419699,-0.5646163557450006,-0.05098046408039947,5.30986415744872,-0.3648608838427396,-0.06429578194324359,13.365884852078599,-1.0957350056010018,-0.07576848350215282,6.1120062665945305,-0.5681866813151801,-0.08505542964787727,11.0075014525756,-4.223436067463201,-0.2772932435647233,5.99821044439162,-1.93556371659401,-0.24396506345140923,9.55465622578349,-1.0867862087642113,-0.10212771581002345,28.188671619772702,-2.1993617990864998,-0.07237591747946237,18.501674620262698,-0.29148615175940407,-0.01551022498532273,10.2295108806787,-0.11874184563660073,-0.011474579214193703,19.008534702821,0.7684468644099987,0.04212955941976104,5.599992580858929,-0.5450807099476016,-0.0887020681694849,7.0651374406452,0.5190424931805904,0.07929040097128781,8.28752359966244,0.28998743217361067,0.03625959621820196,13.331171284284801,0.6425025941214013,0.05063593429777913,10.6469253322981,0.19039641192819978,0.018208376161739093,12.2792242619206,-0.4729641304554981,-0.03708886003740819,12.0547524464555,-1.0765234566230983,-0.08198163412061954,13.0439447501298,0.4910966289983989,0.03912232700176532,11.1351988232619,-4.6055544153797,-0.29258793054919596,7.45309882626027,-3.7361854639863292,-0.3339074570875872,GUY2008
13,2009,GUY,11.5788278471548,1.0682928497351014,0.10164019719237549,5.3179095524819004,0.008045395033180469,0.0015151790694860612,14.7876885298455,1.421803677766901,0.10637557434484313,8.31469842432891,2.202692157734379,0.3603877453093105,14.4223716424264,3.4148701898508005,0.3102311823044792,7.37534209582415,1.3771316514325305,0.2295904193758591,11.674036249386,2.1193800236025115,0.22181646032259206,30.388294819672698,2.199623199899996,0.07803216943210223,18.497335612683898,-0.004339007578799681,-0.00023451972147692235,10.1379107957434,-0.09160008493529936,-0.00895449313303065,19.3350907043624,0.32655600154140174,0.017179441058807088,5.415805902546741,-0.18418667831218816,-0.03289052184493024,7.5290332395905395,0.46389579894533917,0.06565984070976194,8.367908004398611,0.08038440473617037,0.009699448064249827,13.2674494909687,-0.06372179331610184,-0.004779909578629393,11.143567066684598,0.4966417343864986,0.046646493601294026,12.8922719501793,0.6130476882586997,0.04992560402694468,13.6335718830262,1.578819436570699,0.13097070583435544,15.2278315997554,2.1838868496255994,0.16742533730862874,15.0377145244852,3.902515701223299,0.3504666385543811,11.6624987343356,4.20939990807533,0.564785199579525,GUY2009
14,2010,GUY,11.2685366411077,-0.3102912060471006,-0.026798153504229427,5.16961790441556,-0.14829164806634054,-0.02788532723297854,14.3976061282917,-0.3900824015537996,-0.0263788624413146,7.29069222520245,-1.0240061991264593,-0.12315614432030442,11.3581973607282,-3.0641742816982003,-0.21245980603386305,8.34788974222955,0.972547646405399,0.1318647506474373,10.6402120085414,-1.0338242408446003,-0.08855756644570767,30.798716339486102,0.41042151981340425,0.01350590818763897,18.4210450113946,-0.07629060128929765,-0.0041244102873380095,10.2159885636922,0.07807776794880006,0.007701563914093823,19.0252322083338,-0.3098584960285997,-0.016025706874945755,5.47157495110581,0.0557690485590685,0.010297460721929497,7.03329537034487,-0.4957378692456693,-0.06584349590049487,7.40881996983024,-0.9590880345683708,-0.11461503090906633,14.4721027364278,1.2046532454591006,0.09079765076770197,11.132029349295198,-0.011537717389400015,-0.0010353702113835572,12.3832879983989,-0.5089839517803991,-0.03947977158310878,13.9903050693263,0.35673318630010087,0.026165790547100443,13.2274437311144,-2.000387868640999,-0.13136393422377557,11.343918841632302,-3.6937956828528975,-0.24563544392590142,11.4764973513565,-0.18600138297910007,-0.015948673368897603,GUY2010
15,2011,GUY,11.1255808005665,-0.14295584054119992,-0.0126862826198475,4.99938628331919,-0.17023162109637013,-0.03292924627001337,14.5511635539665,0.15355742567479957,0.01066548315786009,6.9654784880184994,-0.32521373718395097,-0.04460670223600338,14.3844496311481,3.0262522704198993,0.26643772548656264,8.76181781652657,0.4139280742970204,0.04958475579799271,10.0217927221995,-0.6184192863419007,-0.05812095528223182,31.1877052782325,0.3889889387463974,0.01263003738398294,18.360624770639998,-0.06042024075460262,-0.0032799572834890656,10.363257534962901,0.1472689712707016,0.014415537992485516,18.6674642758464,-0.3577679324874019,-0.018804918046187447,4.97977751493799,-0.49179743616781924,-0.08988224424640778,7.019730585063961,-0.01356478528090932,-0.0019286528670620084,7.26907789293378,-0.1397420768964608,-0.01886158355386014,14.0029243026276,-0.4691784338002005,-0.03241950685018491,10.8047504343134,-0.3272789149817985,-0.029399753154847663,12.437099981642302,0.053811983243400974,0.004345532725263057,12.5276091337508,-1.4626959355754998,-0.1045506819420583,13.1550625666645,-0.07238116444990084,-0.005472044782140473,14.3144909259951,2.9705720843627983,0.26186471587409166,11.005421529051398,-0.47107582230510125,-0.04104700309536702,GUY2011
16,2012,GUY,10.6655493333818,-0.4600314671846988,-0.04134898441987622,4.57560545001193,-0.42378083330725946,-0.0847665711931952,14.4683418235617,-0.08282173040480068,-0.0056917599817798425,6.917078561091219,-0.04839992692728057,-0.006948543019770215,11.9984683878264,-2.3859812433217,-0.16587226515466358,8.44263237988028,-0.31918543664628984,-0.036429134151162224,10.6802872474057,0.6584945252061996,0.06570626069201713,30.2988923169222,-0.8888129613103004,-0.028498825206311307,18.6176806904796,0.2570559198396012,0.014000390675738439,9.87467704022516,-0.48858049473774123,-0.047145455286564,18.513621035459398,-0.15384324038700115,-0.008241250022696267,4.57830142997532,-0.4014760849626704,-0.08062128955728454,6.8646328323163,-0.15509775274766113,-0.02209454492137719,8.25366255669414,0.9845846637603604,0.13544835786083254,13.988190489172098,-0.014733813455501732,-0.0010521954655383636,10.1681130186465,-0.6366374156669004,-0.058921991723666856,12.434260749133802,-0.0028392325084993786,-0.00022828734292479336,13.7364888379844,1.208879704233599,0.09649723992239978,12.683384040999501,-0.47167852566499846,-0.03585528561910856,12.3283252247452,-1.9861657012499006,-0.13875210173510433,11.3375870877759,0.33216555872450115,0.030181993288278086,GUY2012
17,2013,GUY,11.919257197402699,1.2537078640208978,0.1175474253442299,7.024693771897731,2.4490883218858004,0.5352490175654054,15.4841761296542,1.0158343060925006,0.07021083123970806,7.138905479436651,0.22182691834543178,0.032069451920528236,10.9320482662596,-1.0664201215668,-0.08887968756485498,8.48713619540813,0.04450381552785032,0.005271319835494337,10.3914287313526,-0.2888585160531001,-0.027045950109934158,29.228773108734302,-1.0701192081878972,-0.03531875677152152,18.1538526505516,-0.4638280399279999,-0.02491330943092096,11.2588287571546,1.3841517169294395,0.14017184676430472,18.605946341669398,0.09232530621000024,0.00498688538742198,7.32557844069793,2.74727701072261,0.6000646861596921,7.559531111403789,0.6948982790874894,0.10122876140092307,7.7497962555176,-0.5038663011765401,-0.061047601318263145,13.5841997599666,-0.40399072920549806,-0.028880842702150522,11.4008834116951,1.2327703930486003,0.12123885629397702,12.649193421841499,0.21493267270769678,0.017285520791629594,14.1921411673535,0.4556523293690997,0.0331709459923355,14.056044801893199,1.372660760893698,0.10822512008282037,10.992023766763001,-1.3363014579821986,-0.10839278114597406,12.9371935662079,1.5996064784320012,0.1410887930604463,GUY2013
